origin,destination
"51.61161550000031, 0.9487367999999979","51.563437300000075, 0.5773636999999996"
"51.40712129999991, -0.045524800000013584","51.541753499999956, -0.30223799999999507"
"51.4820873000001, 2.0539999998924613E-4","51.58305730000031, -0.3410479000000124"
"51.341095900000134, -0.18312199999998693","51.606986799999966, -0.25769629999999616"
"51.54404660000001, 0.6247088999999985","51.59010770000019, 0.8397392999999896"
"51.61914549999993, -0.20905610000000424","51.32170680000007, -0.20217410000000272"
"51.41055240000005, -0.09178650000000216","51.55101670000006, -0.4561649000000068"
"51.6340584000001, -0.097265000000002","51.33560959999981, -0.2614223000000173"
"51.31003710000014, -0.17279809999998533","51.51837299999997, -0.24340439999998642"
"51.314617799999915, -0.24939230000000068","51.645321000000244, -0.1261902000000068"
"51.366715600000035, -0.02224510000000302","51.57928509999994, -0.013145000000008155"
"51.4795946, 0.15487749999999909","51.50564359999984, -0.19855009999999884"
"53.8827533999999, -1.7361321000000096","53.66831869999991, -2.0828104999999986"
"51.365944400000075, -0.14675250000001117","51.61381719999993, 0.04022969999999555"
"51.35483569999997, -0.2429513999999993","51.65255480000012, -0.21848680000001566"
"51.42116749999994, 0.019171599999998255","51.43638789999999, -0.4312106000000022"
"51.396109100000636, -0.43643349999999015","51.40251980000002, 0.01571280000000641"
"53.31899940000077, -2.994173599999995","53.6749649000001, -2.946544799999999"
"51.419525499999935, -0.32361509999999827","51.644584500000306, 0.01379290000000358"
"51.4789040000002, -0.09471600000001452","51.56991049999992, -0.42131489999998994"
"51.29303080000001, -0.3468396000000024","51.51828740000003, -0.1030585999999913"
"51.31312610000007, -0.21889799999999568","51.59730150000004, -0.2594622999999991"
"51.41898170000009, -0.4455110999999979","51.48599209999991, -0.06247200000001076"
"51.36225040000018, -0.2410394000000055","51.62079640000003, -0.17735209999999915"
"51.42178169999996, -0.12067480000000019","51.649766600000014, -0.31367290000000153"
"51.616987700000195, -0.11640620000000215","51.378845600000155, -0.31456949999998496"
"51.369581900000234, -0.19264779999999573","51.58812610000061, -0.26184960000001495"
