origin,destination
"39.4566244, -9.1390206","39.5193102, -9.1384462"
"39.5588768, -8.8413754","39.606170500000005, -8.7946913"
"40.518975600000005, -8.4208665","40.592162200000004, -8.4203746"
"41.3393984, -8.5588727","41.257182300000004, -8.641589100000001"
"39.5452165, -8.967671300000001","39.4594996, -9.0533468"
"39.6473189, -8.6966623","39.6472485, -8.765614000000001"
"41.5596109, -8.3858165","41.559499, -8.4990512"
"41.9725094, -8.3689011","42.051534600000004, -8.4474441"
"39.5242306, -9.1315772","39.458997100000005, -9.132163400000001"
"39.5112345, -9.0946805","39.4481784, -9.0319489"
"41.428360700000006, -8.4304728","41.42875, -8.5705805"
"39.572297600000006, -8.794334600000001","39.5718145, -8.8468944"
"41.6657711, -8.6990637","41.612113300000004, -8.752751700000001"
"39.79695, -8.8905283","39.8627593, -8.890293100000001"
"39.6976019, -8.795075","39.6299239, -8.7272856"
"37.125266800000006, -8.579618100000001","37.1250702, -8.4820651"
"41.279287200000006, -8.359309600000001","41.279266, -8.480275500000001"
"40.7064147, -7.863104900000001","40.649922800000006, -7.9199039"
"39.4619634, -9.0555821","39.518451400000004, -9.1122417"
"39.846864700000005, -8.887846","39.7783346, -8.8880735"
"39.4558242, -9.1906443","39.401337600000005, -9.1907606"
"39.3968645, -8.9960658","39.4959324, -8.9954775"
"39.2581833, -9.044119","39.311103800000005, -8.9914964"
"39.3941194, -9.0777862","39.4607303, -9.144249400000001"
"41.3399707, -8.362204700000001","41.339480300000005, -8.491432300000001"
"41.5035997, -8.3363524","41.3896808, -8.3363721"
"39.6465127, -8.734304400000001","39.5665107, -8.654321600000001"
"41.2848446, -8.350798600000001","41.2844112, -8.4714074"
"41.4478135, -8.3445101","41.5277108, -8.3446193"
"39.3904834, -9.0878545","39.4550064, -9.1526701"
"39.796984800000004, -8.888928","39.747276400000004, -8.839521600000001"
"38.933224700000004, -9.4193505","38.8757548, -9.4194841"
"41.5028136, -8.4442295","41.4254121, -8.4440085"
"40.4737547, -8.5710444","40.4732995, -8.4321114"
"39.1237626, -9.0856499","39.1885141, -9.085594200000001"
"40.952974700000006, -8.570830500000001","41.0132927, -8.5110864"
"39.4866572, -8.963243700000001","39.486347300000006, -9.083908800000001"
"38.5615394, -9.0549554","38.561153000000004, -8.9296251"
"41.6647485, -8.708722100000001","41.664262300000004, -8.8175127"
"38.9651249, -9.421657100000001","38.9023472, -9.3591499"
"38.930442, -9.307595500000001","38.9773098, -9.307962700000001"
"39.2831278, -9.039010300000001","39.361857, -9.1171824"
"39.6004888, -9.0721591","39.5241745, -9.0722678"
"39.4384667, -9.0206592","39.4907386, -8.967783500000001"
"38.9663296, -9.412097600000001","39.081644000000004, -9.411672900000001"
"39.399779, -8.704049900000001","39.3284512, -8.775026200000001"
"41.378710600000005, -8.3939856","41.276614800000004, -8.3937801"
"38.583605600000006, -8.8805124","38.583589, -8.9547834"
"41.901793500000004, -7.8911233","41.809628200000006, -7.8911153"
"41.4164857, -7.9701509","41.416682300000005, -7.8656299"
"37.125273500000006, -8.5793218","37.1257141, -8.490195400000001"
"39.550242600000004, -9.057471000000001","39.4855309, -8.992171"
"39.421943600000006, -9.1912173","39.351549500000004, -9.1911202"
"41.430368800000004, -8.421641600000001","41.429907400000005, -8.558466000000001"
"40.262840000000004, -7.5053600000000005","40.263366500000004, -7.439643500000001"
"40.4262673, -8.499762500000001","40.4850001, -8.440638100000001"
"40.6426048, -8.6480361","40.532425800000006, -8.7578411"
"41.4619227, -8.2988139","41.5215484, -8.358739700000001"
"39.3847248, -9.189036100000001","39.3081602, -9.1123457"
"39.506133000000005, -8.7845592","39.5687586, -8.8465789"
"40.590345, -7.7628178000000005","40.6677587, -7.684894600000001"
"38.964237000000004, -9.359469200000001","39.025776400000005, -9.4209755"
"39.4660749, -9.0940191","39.385284600000006, -9.093841900000001"
"39.440652400000005, -8.9868573","39.381644300000005, -9.0456909"
"39.3005586, -9.1884607","39.368074, -9.1881412"
"38.867075, -9.4252011","38.912790900000005, -9.4248581"
"38.5256278, -8.9096407","38.5852033, -8.9090997"
"41.504422000000005, -8.320350000000001","41.389895700000004, -8.3202285"
"41.2675326, -8.072456200000001","41.3409167, -7.998588900000001"
"39.5721861, -8.7968274","39.547792300000005, -8.8211334"
"40.7606142, -8.4887946","40.717882, -8.531920900000001"
"39.8211284, -8.7826935","39.740990000000004, -8.8626521"
"41.6656193, -8.7415967","41.6098214, -8.7970475"
"39.221389900000005, -9.0982157","39.152036700000004, -9.028275200000001"
"38.963228, -9.415016000000001","38.9056386, -9.3578135"
"39.315084000000006, -8.746538600000001","39.359377800000004, -8.7912747"
"41.411976100000004, -8.5082185","41.4124026, -8.6404299"
"40.9349908, -8.505333400000001","41.0009881, -8.5713301"
"39.309740500000004, -9.124470200000001","39.3097244, -9.032635800000001"
"40.4807058, -8.4279369","40.3677051, -8.4277864"
"41.3730143, -8.3571528","41.307816200000005, -8.4223722"
"39.6429479, -8.671539600000001","39.5824426, -8.7314893"
"39.8014385, -8.7780283","39.7464309, -8.7228817"
"39.3748749, -8.798909","39.3748437, -8.6742372"
"39.7513006, -8.9360318","39.697531600000005, -8.8817614"
